Company Name,Rating,Company Type,Rated For,Reviews,Salaries,Interviews,Jobs,Benefits,Photos,page_no
Aditya Birla Fashion and Retail,4.1,Fashion & Textile | Mumbai +243 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture",3.4k,12.4k,182,20,436,12,500
CARS24,3.6,Internet | Gurgaon +155 other locations,"Critically Rated For Job Security, Promotions / Appraisal",3.4k,13.8k,311,72,437,17,500
Reliance Communications,4,Telecom | Navi Mumbai +439 other locations,"Highly Rated For Skill Development / Learning, Work Life Balance  Critically Rated For Promotions / Appraisal",3.4k,11.2k,85,--,382,--,500
Varun Beverages,4.1,Beverage | Gurgaon/Gurugram +309 other locations,"Highly Rated For Job Security, Salary & Benefits, Skill Development / Learning",3.3k,10.3k,214,47,336,15,500
Randstad,3.8,Recruitment | Chennai +279 other locations,"Critically Rated For Promotions / Appraisal, Job Security",3.3k,14.8k,254,53,346,7,500
PolicyBazaar,3.6,Internet | Gurgaon +104 other locations,"Highly Rated For Salary & Benefits  Critically Rated For Work Life Balance, Company Culture, Work Satisfaction",3.3k,14.6k,303,44,253,12,500
L&T Finance,4,NBFC | Mumbai +502 other locations,"Highly Rated For Salary & Benefits, Skill Development / Learning",3.3k,11k,138,5,275,25,500
EY Global Delivery Services ( EY GDS),3.6,Accounting & Auditing | Bangalore/Bengaluru +40 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Work Satisfaction, Work Life Balance",3.3k,30.6k,701,5,184,16,500
Tata Communications,4.1,Telecom | Mumbai +92 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",3.2k,22.7k,241,430,451,11,500
Intas Pharmaceuticals,4.1,Ahmedabad +126 other locations,"Highly Rated For Job Security, Salary & Benefits, Work Life Balance",3.2k,15.7k,194,33,426,9,500
Kogta Financial India Limited,4.8,NBFC | Jaipur +228 other locations,"Highly Rated For Company Culture, Work Life Balance, Work Satisfaction",3.2k,1.6k,80,21,49,30,500
John Deere,4.1,Industrial Machinery | Moline +121 other locations,"Highly Rated For Company Culture, Work Life Balance, Skill Development / Learning",3.2k,14.5k,218,1,443,11,500
Deutsche Bank,3.9,Banking | Frankfurt +39 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",3.2k,30.8k,350,551,433,79,500
Royal Enfield,4.2,Automobile | Gurgaon/Gurugram +327 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Work Satisfaction",3.2k,13.5k,143,49,424,35,500
LG Electronics,4,Consumer Electronics & Appliances | Seoul +265 other locations,"Highly Rated For Job Security, Skill Development / Learning, Salary & Benefits",3.1k,10.3k,184,3,430,12,500
Team Lease,3.9,Recruitment | Bangalore/Bengaluru +325 other locations,Critically Rated For Promotions / Appraisal,3.1k,15.2k,192,--,229,6,500
Thermax Limited,4.2,Industrial Machinery | Pune +195 other locations,"Highly Rated For Job Security, Company Culture, Skill Development / Learning",3.1k,12.1k,231,71,396,18,500
R1 RCM,3.9,Healthcare | Murray +37 other locations,"Highly Rated For Job Security, Company Culture",3.1k,18.1k,263,93,395,18,500
Macleods Pharmaceuticals,3.7,Mumbai +105 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Company Culture, Salary & Benefits",3.1k,14.5k,188,10,383,3,500
Havells,4,Electrical Equipment | Noida +197 other locations,"Highly Rated For Work Life Balance, Salary & Benefits, Company Culture",3.1k,12.9k,193,19,340,9,500
HDFC Ergo General Insurance,4,Insurance | Mumbai +272 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",3.1k,11.8k,142,33,291,6,500
Access Healthcare,3.9,Analytics & KPO | Dallas +34 other locations,"Highly Rated For Job Security, Company Culture  Critically Rated For Promotions / Appraisal",3.1k,20.9k,196,99,294,37,500
Hetero Drugs,3.9,Hyderabad/Secunderabad +50 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Salary & Benefits",3k,13.9k,191,22,349,3,500
Tata AIA Life Insurance,4,Insurance | Mumbai +365 other locations,"Highly Rated For Job Security, Salary & Benefits, Skill Development / Learning",3k,12.3k,162,631,314,17,500
Aakash Educational Services,3.5,Education & Training | New Delhi +218 other locations,"Critically Rated For Promotions / Appraisal, Work Life Balance, Work Satisfaction",3k,12k,288,80,225,19,500
Godrej & Boyce Manufacturing,3.9,Consumer Electronics & Appliances | Mumbai +137 other locations,Highly Rated For Job Security  Critically Rated For Promotions / Appraisal,3k,15.2k,170,56,433,3,500
Publicis Sapient,3.5,IT Services & Consulting | Boston +32 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",3k,26.7k,593,47,429,29,500
Future Group,4.3,Retail | Mumbai +202 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Work Life Balance",3k,9.8k,74,--,430,3,500
Cummins,4.3,Industrial Machinery | Columbus +93 other locations,"Highly Rated For Company Culture, Work Life Balance, Skill Development / Learning",3k,15.1k,227,10,487,16,500
Samvardhana Motherson Group,3.8,Auto Components | Noida +80 other locations,"Highly Rated For Job Security  Critically Rated For Promotions / Appraisal, Work Life Balance",3k,12.8k,207,2,423,5,500
PVR Inox,4,Media & Entertainment | Gurgaon +137 other locations,"Highly Rated For Skill Development / Learning, Company Culture, Work Satisfaction  Critically Rated For Promotions / Appraisal",3k,9.4k,152,43,257,3,500
VE Commercial Vehicles,4,Automobile | Gurgaon/Gurugram +134 other locations,"Highly Rated For Job Security, Skill Development / Learning  Critically Rated For Promotions / Appraisal",3k,12.9k,202,1,387,7,500
Viatris,4.2,Pharma | Canonsburg +72 other locations,"Highly Rated For Salary & Benefits, Job Security, Work Life Balance",3k,13.9k,130,3,533,12,500
Utkarsh Small Finance Bank,3.9,Banking | Varanasi +332 other locations,missing,3k,9.9k,200,26,278,29,500
Atos,3.8,IT Services & Consulting | Vilnius +45 other locations,"Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal, Salary & Benefits",3k,28.1k,286,1,377,9,500
Subros,3.9,Auto Components | Noida +63 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture  Critically Rated For Salary & Benefits, Promotions / Appraisal",2.9k,12.1k,158,--,434,7,500
Abbott,4.2,Pharma | Illinois City +182 other locations,"Highly Rated For Salary & Benefits, Skill Development / Learning, Company Culture  Critically Rated For Promotions / Appraisal",2.9k,10.8k,141,238,393,8,500
American Express,4.2,Financial Services | New York City +42 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",2.9k,21k,352,202,462,5,500
Pidilite Industries,4.3,Chemicals | Mumbai +259 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance",2.9k,10.2k,192,16,379,1,500
DCB Bank,3.8,Banking | Mumbai +313 other locations,Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal,2.9k,9.1k,173,239,256,10,500
Square Yards,4.1,Real Estate | Gurgaon / Gurugram +44 other locations,"Highly Rated For Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",2.9k,8.2k,192,28,340,34,500
Indian Oil Corporation,4.4,Oil & Gas | Delhi/NCR +278 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",2.9k,7.7k,233,--,316,24,500
Automatic Data Processing (ADP),4,Software Product | New Jersey +31 other locations,"Highly Rated For Job Security, Company Culture, Work Life Balance  Critically Rated For Promotions / Appraisal",2.9k,20.1k,215,37,488,15,500
Berger Paints,3.7,Chemicals | Kolkata +279 other locations,"Critically Rated For Promotions / Appraisal, Work Life Balance, Work Satisfaction",2.9k,8.7k,250,61,294,11,500
Alembic Pharmaceuticals,4,Pharma | Vadodara/Baroda +158 other locations,"Highly Rated For Salary & Benefits, Work Life Balance",2.9k,14k,193,51,406,9,500
Barclays,3.9,Banking | London +33 other locations,"Highly Rated For Job Security, Salary & Benefits, Work Life Balance  Critically Rated For Promotions / Appraisal",2.9k,24.4k,263,--,292,27,500
Sodexo,4.1,Facility Management Services | Issy les Moulineaux +138 other locations,"Highly Rated For Company Culture, Skill Development / Learning, Work Life Balance",2.9k,9.6k,153,84,393,11,500
Bharat Electronics,4.2,Electronics Manufacturing | Bangalore/Bengaluru +62 other locations,"Highly Rated For Work Life Balance, Company Culture, Skill Development / Learning  Critically Rated For Promotions / Appraisal",2.9k,11.9k,203,--,333,1,500
Whitehat jr,3.5,EdTech | Mumbai +50 other locations,"Critically Rated For Job Security, Promotions / Appraisal, Work Satisfaction",2.9k,9.8k,309,--,973,3,500
Carelon Global Solutions,4,IT Services & Consulting | Hyder +18 other locations,"Highly Rated For Job Security, Salary & Benefits, Company Culture  Critically Rated For Promotions / Appraisal",2.9k,24k,345,14,61,7,500
Reliance Projects & Property Management Services,4,IT Services & Consulting | Sindhnur +549 other locations,"Highly Rated For Skill Development / Learning, Work Life Balance, Job Security  Critically Rated For Promotions / Appraisal",2.8k,3.2k,168,--,35,4,500
Hindalco Industries,4.2,Metals & Mining | Mumbai +99 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture",2.8k,10.5k,198,17,355,9,500
Lenskart,3.2,Internet | Faridabad +185 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Company Culture",2.8k,10.6k,287,95,222,12,500
Bank of America,4.3,Banking | Charlotte +29 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture",2.8k,24.4k,229,56,445,--,500
Ford Motor,4.4,Automobile | Dearborn +115 other locations,"Highly Rated For Company Culture, Work Life Balance, Salary & Benefits",2.8k,14.2k,141,--,407,12,500
Alkem Laboratories,3.9,Pharma | Mumbai +172 other locations,Highly Rated For Salary & Benefits,2.8k,9.4k,141,14,351,1,500
Jindal Steel and Power,4,Iron & Steel | Delhi/NCR +137 other locations,"Highly Rated For Skill Development / Learning, Job Security",2.8k,13.8k,292,34,343,24,500
RBL Bank,3.7,Banking | Mumbai +240 other locations,"Critically Rated For Promotions / Appraisal, Company Culture, Work Satisfaction",2.8k,16.7k,164,52,227,11,500
Vishal Mega Mart,3.8,Retail | Gurgaon/Gurugram +332 other locations,"Highly Rated For Salary & Benefits  Critically Rated For Job Security, Company Culture, Work Life Balance",2.8k,6.7k,153,--,279,9,500
Maersk,4.3,Logistics | Copenhagen +42 other locations,"Highly Rated For Company Culture, Work Life Balance, Job Security",2.8k,16.9k,191,139,457,26,500
Cogent E Services,3.3,Noida +43 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.8k,9.3k,223,--,237,10,500
Escorts Kubota Limited,4.1,Automobile | Faridabad +137 other locations,"Highly Rated For Skill Development / Learning, Work Life Balance, Company Culture",2.7k,11.6k,210,1,281,18,500
Johnson Controls,3.6,Industrial Automation | Cork +51 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Job Security",2.7k,15.8k,247,115,307,28,500
Jubilant Foods Works,3.8,Hospitality | Noida +217 other locations,"Critically Rated For Promotions / Appraisal, Work Life Balance, Work Satisfaction",2.7k,8.1k,155,50,192,11,500
UBS,4,Financial Services | Zurich +20 other locations,"Highly Rated For Work Life Balance, Company Culture, Salary & Benefits  Critically Rated For Promotions / Appraisal",2.7k,28.3k,339,23,171,11,500
Ipca Laboratories,4,Pharma | Mumbai +140 other locations,"Highly Rated For Job Security, Work Life Balance, Skill Development / Learning  Critically Rated For Promotions / Appraisal, Salary & Benefits",2.7k,11k,149,34,273,3,500
Wipro Infotech,4,IT Services & Consulting | Bangalore +128 other locations,"Highly Rated For Job Security, Skill Development / Learning, Company Culture  Critically Rated For Promotions / Appraisal",--,--,--,--,--,--,500
Dabur,4,FMCG | Ghaziabad +275 other locations,"Highly Rated For Salary & Benefits, Job Security",2.7k,8.3k,234,26,301,5,500
Glenmark Pharmaceuticals,4,Pharma | Mumbai +145 other locations,Highly Rated For Skill Development / Learning  Critically Rated For Promotions / Appraisal,2.7k,11.2k,128,79,336,1,500
Reliance Digital,4.2,Retail | Mumbai +323 other locations,"Highly Rated For Skill Development / Learning, Job Security, Company Culture",2.7k,7.8k,107,--,285,14,500
Indian Air Force,4.6,Defence & Aerospace | New Delhi +125 other locations,"Highly Rated For Job Security, Skill Development / Learning, Salary & Benefits",2.7k,5.3k,51,--,380,--,500
Synechron,3.6,IT Services & Consulting | New York +28 other locations,"Highly Rated For Salary & Benefits  Critically Rated For Job Security, Promotions / Appraisal",2.7k,26.8k,339,103,291,10,500
Birlasoft,3.7,IT Services & Consulting | Pune +37 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.7k,28.2k,277,623,248,8,500
Aarti Industries,4.2,Agro Chemicals | Mumbai +47 other locations,"Highly Rated For Job Security, Work Life Balance, Skill Development / Learning",2.7k,13.6k,274,22,393,5,500
24/7 Customer,3.5,Software Product | San Jose +30 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits, Work Satisfaction",2.7k,13.3k,174,42,446,10,500
Kotak Mahindara Life Insurance,3.8,Insurance | Mumbai +227 other locations,Highly Rated For Job Security  Critically Rated For Promotions / Appraisal,2.6k,11.5k,211,88,274,1,500
MRF Tyres,3.7,Auto Components | Chennai +175 other locations,"Highly Rated For Job Security  Critically Rated For Company Culture, Work Satisfaction, Work Life Balance",2.6k,11.5k,285,14,383,7,500
Hindustan Coca Cola Beverages,4.2,Beverage | Bangalore +229 other locations,"Highly Rated For Skill Development / Learning, Salary & Benefits, Job Security",2.6k,7.2k,119,23,395,1,500
Honda Motorcycle & Scooter,4.1,Automobile | Gurgaon/Gurugram +239 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture",2.6k,11k,147,--,381,4,500
PNB MetLife,3.4,Insurance | Mumbai +348 other locations,"Critically Rated For Job Security, Work Satisfaction, Promotions / Appraisal",2.6k,8k,144,8,231,17,500
Paras Hospital,4.5,Healthcare | Gurgaon/Gurugram +51 other locations,"Highly Rated For Skill Development / Learning, Work Life Balance, Company Culture",2.6k,3k,76,38,158,41,500
JK Cement,4.1,Building Material | Gurgaon / Gurugram +263 other locations,"Highly Rated For Salary & Benefits, Job Security, Company Culture",2.6k,8.8k,233,--,269,15,500
DTDC Express,3.8,Logistics | Bangalore/Bengaluru +238 other locations,"Critically Rated For Promotions / Appraisal, Salary & Benefits",2.6k,8.3k,137,26,275,2,500
Reliance Nippon Life Insurance,3.7,Insurance | Mumbai +447 other locations,"Critically Rated For Promotions / Appraisal, Job Security, Work Satisfaction",2.6k,8.2k,124,4,239,12,500
UnitedHealth,4.1,Healthcare | Minnetonka +15 other locations,"Highly Rated For Job Security, Work Life Balance, Company Culture  Critically Rated For Promotions / Appraisal",2.6k,18.3k,82,--,446,--,500
Ceat Tyres,4,Auto Components | Mumbai +120 other locations,"Highly Rated For Job Security, Company Culture, Skill Development / Learning  Critically Rated For Promotions / Appraisal",2.6k,12.1k,152,10,370,5,500
HARMAN,3.8,Consumer Electronics & Appliances | Stamford +31 other locations,Highly Rated For Work Life Balance  Critically Rated For Promotions / Appraisal,2.6k,23.2k,247,205,132,3,500
KPIT Technologies,3.5,Software Product | Pune +33 other locations,"Critically Rated For Promotions / Appraisal, Work Satisfaction, Job Security",2.6k,20.3k,281,18,315,15,500
NatWest Group,4.1,Banking | London +22 other locations,"Highly Rated For Work Life Balance, Job Security, Company Culture  Critically Rated For Promotions / Appraisal",2.6k,19.4k,195,--,387,9,500
